tweets,ClassLabel
fuck off lil bitch prolly gotta lil dick,1
gotta keep your bitchin check,1
it idiotic opinion like this that make poll le than trash poll we rent a problem when people with integrity were voting,2
you look like fucking shrek bitch,0
choke on bread bitch,1
ya girl is a slimy a shoe get her under control and tell her to stop spraying bullshit out her mouth all day,1
hell nahes a honky brah,1
get on cunt,0
pussy,1
noi wuz just making a general statement ive never called u a bitch,1
he still a pogue though,2
available online soon i didnt have enough to get it after my anathema merch it a cracker i need it can u,2
i know these hoe saint right,1
bitch shut the fuck up goddam your a slut bitch whore nigga,0
j kid fuck a dog before i fuck you fish pussy,0
ya but you cant because it a real account dumb bitch i go to wams fucking bitch,1
nigga grow some ball and concentrate pussy,1
it showing fairy blocked me,2
rather than believe that there wa a man who wa the very definition of good u mock it,2
dude i wa pissed but then looking at iti fucking died at least im the most yoked ape,1
id sell anything if people are willing to buy it how highly do prostitute think of their pussy to sell that,1
because if you support lesbian you have to support faggot there no difference,0
bitch as nigga rico,1
a we boy your shirt tight than a bitch in that avi polo man turn t into a wrestler fat as lil boy,1
boy look like a slave on that hoe,1
lmao ooo middle school knocking down all the pussy with the earring on my shirt and no french toast,1
no problem remembering all those quirk can be a real bitch,1
the giant are trash their time is over,2
come over hoe,1
perfect smoking weather haha bro i a int even in my hood yet and i already got hoe trying to say wa up from other town,1
that hoe on some other shitbrortand100xbetterrn that a nigga high,0
well dirty bird could be just a middle finger since it the phallic giving the bird not necessarily a wobble wibble r,2
all bitch eh hahah,1
i just cant stand how people get all fucking amped about it especially whiny bitch that even get scared at it,1
kendrick is not better than papoose or drake,2
nigga fuck you some plano school go hard then a bitch way better than richardson,1
mixtape sell sole got some banger,2
i wa lucky to be sensible and ive never had a fagor a drug im pleased about that statistic yes i have a beer but thats all,1
cant even spell right you have the brain of an ape,2
another black man what doe that have to do with anything once a monkey always a monkey chicago idiot,1
idk i gotta think about it cause them bitch small a shit,1
that ugly as picture and thanks bitch,1
she might be the one dont be a bitch,1
i couldnt care le about these bitch,1
the fck dem bitch always got sum shit wit them,1
pussy purp,1
hey bitch if your gonna talk shit tag me and quit being such a bitch how did i fuck up the car cause it wont hold air dumbass,1
id hate feeling like a faggot too punk a shoe,0
how about you wash my butthole out with your tongue you little faggot,0
shut your mouth you little fuckin bitch,1
you dirty little bitch,1
whatever fuck all those asshole theyre nigger they all look alike to me,0
those little isi faggot usually have bag over their head anyway make bullet placement interesting thru a scope,0
lol tell dat white bitch i said hey,1
im coming bitch,1
uk nw me homies how the bitch no love,1
rtm crib bun contain a chemical a zodi carbon amide which is also used to make yoga mat sol of shoe,2
fag,0
ur mom pussy died a low death so well have good company virgin,1
purple pink for the faggot who want to be protected by the police instead of bearing arm if need be,0
bitch be like it mean something to me,1
gotta be at least 510tocallmeabitchlol,1
fag,1
shut up fag,0
ironic that he sa trash can because he hold trash everytime you two cuddle burn,2
lol that nigga a real retard,1
shes a bad bitch,1
did you smile like a retard when you were akidittookmetilllike5th grade before i learned how to naturally smile,1
id gaf man fuck them hoe they nice to look at but the ya int for me,1
ill show up and chugabeeror8,2
she the only bitch that stayed loyal shea keeper bro,1
bitch what,1
lmao oo black fag why did i misread that im blocking you,1
thanks little fag,1
lmao yesterday them hoe wa cute af lol,1
keeping these hoe happy,1
bitch as,1
dont yell at me i love both of the evolutionary line despises the trash buddy,2
the soul ha departed from the train there no more soul in music just hunger for bitch money and fame,1
dude quit being a hypo shit ical bitch your an downstairs cry begging me not to tell anyone,1
lmao o my phone autocorrect like a bitch,1
he love juggling it all around it he love the fast life im sure he s already grinded on am con hoe a well,1
hoe hoe hoe merry christmas,2
obama is a bitch his speech wa pure politics for midterm only way we destroy is isi with troop on the ground,1
hey now dont dis my basketball hoe,1
awww dis sell out nigg uh still talking,1
godawful and that dude is dorian eggplant black,2
man both them get around a lot bunch of hoe,1
whoa calling me a cunt,1
this like a retarded wu tang clan,0
at my club ho,1
yass s bitchy a ss you deserve it drake voice,1
ha boone r ha that twitter ha,2
bean u beaner,0
you wouldnt know fag,0
yall gots betta machinery fod at hanger be ghetto,2
lmao ive always wanted to ski bust my as or not im inn at hoe fit and all,1
oh nab def not that easy you may not known or believe this but im legendary for curving pussy lol guilty pleasure,1
u both sorry to give racist a platform w his trash language dana ur in tvw wa below kindergarten level,2
anenraged64290lbmike brown lethal weapon onlegshishatred4 the police white yaddedfuel2his arsenal,0
lols hid who got one boy my as lonely a a bitch you cuffed up a int y a,1
wassup pussy,1
lmfao putting on for twitter i see fat bitch,1
just watch bitch nigga u gonna want the whole team dead,1
hey you bitch you should get the on your show the yd be perfect for it im kidding about the bitch part,1
hahah haha he had mad bitch,1
my apology oh wait it my fucking birthday bitch,1
what are you doing tonight pussy,1
i like sit back dare it free fome cause whitey pay da fee,1
who is dawe whitey,1
thankyou for the lyric these bitch so gullible an sleep on your music they just be like a wu so sweet let me suck ur dick,1
wrong maybe you been dealing with pussy but i dont put up with that crap if if up telling me if up keep it real,1
bitch,1
nig nog,1
lol lil bitch,1
that damn coach a int never called back bitch as,1
bitch hall on,1
i know right so much retard,1
i just learned how many retard you can find when you search trending topic,0
thats not bias it an objective fact that philly fan are cunt,0
yass ss bitchy a sss,1
it gonna bring it down though unless it turning into a welt already like a bubble wit pussy gotta pop it an it ll be gone,1
slide upon a bad bitch dat bitch look good,1
boy u look like bigbird off of sesame street,2
bitch i dont even look like that keep talking and we going to fight,1
bitch im real nigga the fuck u mean weak as nigga i dome i dont pretend to be someone im not so u can shut that shit up fuk boy,1
bitch your unknown u dont have a mixtape and you damn sure can trap u couldnt rap if your life depend on it,1
nawukeepit100fakegetyola me a son somwhere wigg a hell no get on somwhere,1
oh hell no u have no swag whats so ever not even a little bit with dem cheapass pug and why so have aragon bitch u not black,1
yea thats what i thought pussy boy ura fucking thot,1
that saw in right there any nigga who doesnt partake in that is a faggot even if they dont smoke,1
she suck bitch cant even pretend dance,1
should be lol lil bitch,1
your e welcome i miss you to on ign og,1
should be going to free bird anyways,2
next update would be amazin if two celebration were added 1 shirt off well take the yellow and 2therko,2
im assuming it would look something like a bitchslap and a dick punch,1
you do got all ada hoe,1
that bitch want everybody out though thats the same shit she did to me at one point,1
dont fail bitch,1
that bitch hit the chick when she wont looking that shit weak af,1
huh i been with verizon for 4 year bitch,1
text me we dont noisy hoe watching,1
nigga you done bumped yo headlining sfirebutkobe9elitegolds are trash,1
i wouldnt share a wave with those trashcans,2
that wa real nic cash it tho lol,1
you mean bitch as pussy,1
mine pussy,1
lol yeah bro good choice but bitch do love foreign whip so it a personal decision,1
pussy,1
you aint6 foot under it not over pussy,1
your a bitch if you hit a girl,1
you a bitch edgar,1
your a punk pussy as bitch dude you dont have the ball to fight all you wanna do is wanna hit girl your a fuckin bitch,1
thats ghetto,2
damn bitch on a nigga mind haha,1
off to the east of your current location on an east facing slope dry side of a dry place,2
your e bitch,1
movie dont matter a long a you do coon hit with coon your e a nigga,0
bra imb out to blaze this bitch,1
are bitch,1
we doing it lizard unless you skype u bitch,1
bitch,1
igt android dmt know hat in that box my nig,1
haha shea stupid hoe,1
anyone bring in a monkey,2
hit the clam chowder thanks for the wish and the card,2
cocky son of bitch,1
willian up in that hoe,1
aww man we had a ball small lil affair et that bitch out,1
sound like a good idea but i want my word to be spread jew nigger and commie alike,0
we have a project that could lead into a military program but requires a full op mockup for testing,2
your a greaser,2
bitchiwork24 hour a day to protect your freedom fuck you always on watch global force for good,1
bitch im done with school,1
faggot,1
point that sasquatch bitch out,1
this hoe wasnt loyal,1
im99slaybitchimwearinb and o armor cause im so rich i got my slayer helmand my whip drop pie,1
you both sure do you want to give a free pas to every border jumper in this country you two are whats wrong here,0
bitch please,1
because she sa nigger,0
they can see this dumbass nigger,1
what are you doing bitch,1
you have a redneck attitude the same people that think beng hazz ii real think fox fake nw is real your one,0
i can only hope charlie strong ut coach,2
really thats why we got side hoe,1
yami not surprised ugly mike boogie ha to buy pussy,1
i read a black man tweet hot sauce is trash watermelon is overrated i cant deal,2
shut up bitch and focus on that lto mar,1
lol true i just want fried oreo,2
bird of a feather flock together,2
a long a it not one of those special brownie right,2
you want my pussy so bad,1
speak english prude as white bitch,1
thirsty basic as bitch,1
pepe because his defending wa outstanding his tackle were accurate nd he did ho job perfectly in both leg,2
y ooo i wa thinking bout that the other day lol you only really speaking of one person my nigga h,1
ok uh avg uni love you and you are my superior at fighting game and you probably get more bitch too peace,1
this is gobbledygook to me because i dont have the game,2
ao a you write back bitch lol,1
bitch lol,1
no bitch lol im not about that life anymore,1
i need some red greenyellow pant helly shirt express,2
k haye i cant see your freakin e moji sima basic bitch today,1
dude tell me why thats so true my mom ha this friend from texas trying to hype redskin football and shit,1
becuz no man should celebrate his b day at adr ream faggot,0
nice account faggot,1
pussy,1
well ontario is like kind of a dump now that the ghetto moved here since it cheaper to live here so,2
who can vouch for ya pussy th ok,1
have u spent significant time in any ghetto or witnessed the year of terrorism committed by police in the black community,2
what an unfortunate clothing choice hoe with the crooked belly ring completes the dumb trash motif perfectly,1
yall nic casb out to blow fool lol cant wait for the world to see this detroit shit nic ca,1
quit being a pussy,1
jazodenktiederweltzijne over zaken he jemagmijnoemenhoejewilt ben namelijk erg voor vrijheid van mening suiting,1
khan ha been facing nothing but trash since his lto garcia,2
bitch dont even think about play in wit me,1
hoe dont make me put up screenshots of your text to me hoe,0
shut up fuckin beaner,1
just be a hoe then,1
im destroying this bitch dawg,1
i also like how im called the hoe when ive been saying stop,1
pussy as bitch,1
dont be a bitch smh,1
go back to mutt revi style of course that would necessitate running over a dog and adopting it,2
thats what i call a crash dummy hoe,1
pompoms you make that shit yeah hhh,1
the wasp of angry legend beat it into a squishy pulp,2
jus wanted to let yll know hope the hurricane kill your soca sunday trash lord will in,0
lol you tell that bitch,1
boy i had no idea that wa coming it called a smart phone your e horrible at trash talk,2
lmfao ooo if that bitch didnt change his so much i could find more,1
marshall law whatever you coon,2
bitch stop hat in cause they a int make emin toddler size you should be happy they make e ming snow,1
ew queer white thirsty bitch,0
fugly queer white trash,0
omg gt fo white faggot,0
ugly white bitch,1
dont be a bitch man up lol,1
that is great dumb crybaby pussy,1
damn he wa my bitch for eddie johnson team last year,1
lol always with the complaining and cry just like when jeezy broke up with you cause your a moaning old bitch,1
ratchet looking nigger,0
you understand you look like a real life dyke right like you look like a wnba dyke broa sport bra bball short wearing dyke,0
lmsoooodawgiaintgotno bitch mane i low key got a chick but i cant say it on twitter you know how these wolf is,1
nigga look my size plus it get hit in the as an look like it been fighting all it life ill sneak dat bitch an run,1
shoot that nigger bitch in the knee,1
yes now get off twitter you lame negro should have never learned how to use the internet,0
i seen sum of itbutimtryinseeloxnmook,2
hahahaha you za fuck wigger,0
trash,2
aid fuck md hu punk bitch,1
ahh i see im still a rook about the knowledge of the hoe but im progressing,1
your e a little bitch x2,1
leave you beaner retard,0
i a int light skin nigga im even colored lmao,1
nigga i talk shit period this a int nun new white bitch we go threw this every damn day,1
u a bitch in nigga clothing shut yo as up,1
pecker wood,1
hesa greaser,2
for the record no homo but dont care who is unless i gotta see it same with every sexuality even bird dog what not,2
i like medem mexican hoesdaysuckmeofffor5doll a,1
i wa bout to smack a bitch,1
bro this bitch really stood there and wa like you gonna give me my penny,1
exception for gilda radner that bitch wa funny,1
your e still a bitch,1
them stop being a bitch and do it,1
remember 94 can be a bitch stop to drink if you get stalled wib advice,1
ur one to talk bitch,1
yeah it fuck that jigsaw faced bitch everyday b,1
thanks dumb bitch,1
you were there bitch lol,1
your e being a bitch lol but naa serio wa suo,1
just said u wa full of nice giving smart ppl i thought we were mean unexceptional bitter c lingers evolved,2
thats true in some way gaming is very broad nowadays tho everyone is a gamer with candy crush and angry bird,2
oh wait can i get that photo of me play in with creed side project by itself my bad yeah fob is embarrassing,2
i pissed alotta ppl off on fbi wa flooding the newsfeed next target them hoe as texan,1
lol it gonna be so fun got two nig let on the way,1
niccasdntknoboutdaart of fine sin,1
and a prime leija would trash most of these 140dudes today,2
whatever gabby you hoe,1
gabby why are you so ghetto,1
i am always there bitch,1
nigra in da back,1
those nude were trash,2
heyyyyyyyyyyyfagboyami gonna watch you play,0
say the old man i hope you can survive another 10yearsyousillyjiggaboo monkey,0
lol that pussy got rich nigga losing their mind too got dr izzy breezy beef d out that pus is the devil playground,1
you out yo mind rose colder than kim way more down to earth kanye bitch give him more problem than wiz s doe,1
ii colored latino and some jewish when i move in i dont ruin the neighborhood i wipe it out,2
i hear yaho e,1
i wa sleep hoe where you at,1
funky hoe you gone solo,1
loli will be there in the morning hoe,1
na who e let me see if you got keisha,1
you owe two hoe i dont wanna hear shit when i hyu,1
f fuck bar at he on rebellion are a bitch,1
bitch what happen to comin thru,1
first off who you calling a hoe dont make me go shar keisha ok you booboo,1
oh you sneaky sonofabitch you,1
babe it the thought that count bitch you at hot,1
all i did wa bitch about jessie still love you anyway,1
den you enjoy dani tew it a colored man we do it again in 2weeksletsmenoifineedsta bring da magnum,1
my shit like an eggplant baby black and big enough so d at all da woman get dem a piece,1
i want to call bout myvitaligrobutiaintsho if you a doctor foda colored folk,2
all dem colored boy be say in id are baby daddy i gots to protect my semen under dalockandkeyandiwrap2x,1
doe dan mean negro,1
de se bitch n my shot nigga,1
i wont ima come piss in yours bitch,1
lol nahh bitch dont put yo life on me ole cant drink water after 8assniggapissinindabed as boy,1
no ita inn bitch,1
shut up bitch,1
we dont love this hoe,1
u want me to make u one of my ghetto nun chuck they come in single and double ended,2
dont get that bacon stuffed crust tho it trash,2
hoe dont tweet me,0
basic bitch come back expected,1
bro oooo i miss you bitch,1
granted cracker isnt that bad because when you say that to a white person your saying their one of the slave,1
hope you guy do get attacked for supporting sop a bunch of dirty snake faggot,0
xavier you bitch,1
you egg spam bitch,1
go pray in a church or something fag no one care about your religious bullshit,0
i want to eat your pussy,1
that band is white trash and only white trash would buy that album,0
neither doe your fucking cat pussy,1
lmao real shit though them bitch be dumb a fuck smh,1
hoe told me she wa gonna chop my dick off she wa from baltimore,1
i watched the 1stseasonbci wanted to see the diff side of elijah not to see a thr is ty hoe who us walgreens hair dye,1
she wa always a pathetic mutt desperately seeking attention a purpose no matter what jp writes that will never change,2
man get yo bitch as out my mf mention man with all tht bsu trippin,1
bitch fck all lay wat you wanna do,1
fight or nah dumb bitch,1
ight bitch ima see u,1
come so you can record him saying he s my bitch,1
fuck your chicken sandwich ho,1
julie tell them crybaby black to get someone blk and dress them up white faced nigger always whining,0
jay z and bey they will never be just rash,2
screw the little porch monkey,1
the coon nco on wannab got what they should have except should have been more time in jail,1
they are all idiot except k ourt the rest are just slutty as bitch,1
y dont both of those fat bitch die,1
u should just pull outlet ferguson fend for themselves it ha been a week wasting manpower most r just attention ho,1
i got that hoe bootlegged haha if you wanna borrow it,1
bi iii itch that hoe look perfect haha but iight,1
some woman get in a relationship quick so they wont feel like a hoe for having sex,1
get it bc you called yourself a tool i called you a hoe bc hoe are tool hahahaha im so funny,1
news how thursday with jinx y broadcast from the moon it made of chunky blue cheese you know,2
soo what you putting on those cracker gregg,2
asian pussy,1
i month at straight cali kush bitch dont kill my vibe,1
bitch i got plan to fuck tonight i said friday nigga,1
bitch i make the plan not you pussy far tim in charge follow me or deny me im do in friday and were fighting,1
fuck you br uh you didnt show up fucking pussy,1
ha haight nig calm yo self,0
haha you play in nigga i fuck bitch make money and smoke that straight og kush,1
ight this friday nig,1
this friday at the c burg mall you gettin whipped like the bitch i fuck,1
dude fuck you faggot it friday or no go bitch is et the standard you make or break them bitch,1
fucking block your white as because you try to start shit like a fucking queer so fuck you nigga,0
ight nigga haha fucking queer ha to clear his schedule,0
ight nigga tonight at 900cburgm all bitch,1
roid rage much faggot,0
why you cry then baby back bitch,1
straight up your hoe can wait,1
go hd anoniem ea so meeting heeft weerpauzenogsteedsnietbi jhoofdstukhoehaalikmnid,2
no that nigga go into work quit tryin to kill a nigga vibe you broke bitch,1
yeah so quit being a bitch and edit,1
get into devil first bitch roasted,1
legit retard,0
i never really rocked with the white sole i feel ya bro but these my favorite foam of all time,2
ive had to do it in multiple class a int really that rare also dont call your teacher a bitch on twitter,1
thanks nig,1
she wa a dirty bitch always beggin for microwave and catch up and shit so mu fuck a always be like by ef alicia,1
bc is trash why would he lie about that i told you he real,2
you actually think hell do that lil bitch cant punch a potato,1
both of yall pussy boa,1
i wonder if the progs didnt relegate young black men to the ghetto to keep them away from harry reid friend,2
terrance you wanna be one of my hoe,1
can i bitch about not having smoke,1
fuck your redskin bitch,1
shit tell that pussy to come out of retirement and show up kareem jackson then he can get respect,1
not a sick a you muz zie trash,1
lick my pussy and ma crack,1
ill finger ur tight pussy so slowly youll bemoaning my name b by,1
bitch u perfect,1
interesting hick,2
br uh really rocking a toaster on his facelmaooooheprollygot0 bitch to oman,1
you knw where i am pussy i hate when u ask me tht,1
trash,2
vraagtsvenhijdenkthoe lichter van kleur hoe beter he tmorelekompaswerktikben kleuren blind,1
i wa laughing at a joke about 911big different bitch,1
they want what i got i want what they got america they got the word nigger i want it to,0
saltryin2pullakferder line lazy as sonofabitch,1
altydzogeweesthoevaakmen ookzegtditnooitmeerloze woorden punt je bijpaaltjevertonenzdiern gedrag,2
she walk away what a pussy,1
ill ask you same question do you support border jumper do you support illegals,2
is that all u can say twat,1
and plus it trash talk you should know that especially with ole miss,2
i go for the most direct flight then by price over and done with layover flying is a bitch enough,1
im just ryna vaca away from the nigger bro,0
2nd and last time ill ever call you that faggot,1
smh uso retarded lol,1
lolthatcaitlyncantcarry3 retard,1
so can we just let this faggot in already before he cry himself to sleep,1
whatta you fag do in,1
as oreo and his name is thad castle,1
sion is a faggot very mehg ankspre6andpost6hisganks are still pretty meh he just a tank nothing special imo mao,0
hmu when your e good to go bitch,1
omg i dont even know where kim la u qi i would been like look a bird then ran for the hill lol,2
bitch why did you not favor re tweet this,1
lemme guess you wore the hilly hick sweat legging,2
wtf hoe answer my question,1
your low info redneck dumbass vote for these corporates hill that idiot like you believe dummy,0
move out of our country tea bagger,0
he sam ha no clue heeb,1
old with a old wolf pussy that is,1
omfg or the other pic of the tranny lmao,1
lol fuck these lil bit che saint shit to peep wassup w youth o,1
your e a bitch,1
i hate those creepy as doll that call you dad aim like bitch iain tyo daddy,1
lemme find out you twitter beef in with hoe,1
bitch need crutch,1
pussy poppin on ahead stand while ur eating watermelon,1
na a young bitch got school,1
bless jesus amos33cantwowalk together unless they are agreed different level,2
those goddamn chink,0
word school flow on a dumb hoe,1
same here fucking hated that bitch,1
told you them bitch wa made veng,1
im tryna have this bitchin out soon,1
lmao hell yea i love thick bitch thick bitch love fat nigga,1
bitch you know you wont this,1
well he canonically play the troll equivalent of pokemon throw the new fairy type at him,2
amen on this tweet105mm rocket from victor charlie leave a lasting impression,2
i found her right here good job un following me btw faggot,1
i couldve swore every day wa jus sayin i had all the hoeslike2daysagonoimgay whats next i gotta baby on the way,1
naw nigga i got yo bitch tiptoeing on my wooden floor,1
and retarded,1
dammit now im the only one with a fucked up tranny,1
no send the fucking challenge quit being a pussy,1
meet me later for a reach around charlie crist,1
nigger food nigger person you are a nigger,0
cracker,1
ok watever u say white yu prolly never even seen shaft,0
shut up lizard faggot nigger cunt,0
thats very logical because bitch love using my face a a toilet,1
what about yellow spot,2
yai know all the slangimracistih8porch monkies,0
your pet zebra stripey,2
bitch shut up and hand me some of those flower you selling the light is about to change,1
if the faggot can have a page y cant they faggot offend me more than them,0
im american dont give 2shits about the bean er ship them bean er back,0
look like any other little porch monkey to me,2
the little cunt can just die for all i care,1
y dont that bitch just shoot herself so sick of all those who re,0
hurt hoe be like,1
bitch no more on my account,1
i have an open mind and that bitch be yo nc is crazy,1
i wa nice to the dumb bitch then she put her nose all up in my business eat shit white trash hoe,1
brush let just ignore the silly hoe he pregnant hella hormone tryna fuck with other people,1
that wa so gay and i wa tanning bitch juv ie made me white,0
bitch look like spongebob,1
shelby your pussy is beat up,1
all of these bitch lying,1
bout to be in ikea couple hour,2
drunk bitch used to eat my as it relaxing,1
finger my pussy slowly with circular motion,1
finger my throbbing pussy,1
finger my wet throbbing pussy slowly a i cum on ur finger,1
fuck my throbbing pussy slowly,1
fuck my wet pussy with ur huge cock,1
happy cuz i woke up white and not a nigger,0
hell yeah fuckin sick as bitch,1
my pussy is aching for ur follow bae,1
nigger,0
only a ratchet bitch would,1
so doe my juicy pussy,1
i wonder if i have my very own nsa spook following me by now,2
nice ear bitch you look like a goddamn elephant,1
im not delivering to that bitch boy anymore,1
pussy iain thadacoochiesinceiwas16,1
and you look like hmmm a nigger,1
bitch on my dick but look at me im fucking beautiful,1
i dont fight or want to fight bitch who dont know who the fuck i am fuck i look like doing that nigga please,1
nahid never ask a guy to ride down on a chick whats the use of getting him in trouble for a trash as bitch,1
letz get up deep dish vocal mix nagasaki hiroshima yellow asian flu nemoto ill egg god,2
i wonder why d area int no colored folk up dare,2
wellho did oe thank you,1
bitch bought her son some talking bout i had to get em before they sold out,1
lol nigga just walk in that hoe looking for girl dont even wanna buy nothing,1
that hoe out now,1
can you speak one coherent sentence without sounding like an ig seriously,0
it wa a joke you fugly bitch be happy uncle snoop even acknowledged your nasty as lmao,0
you fucking pussy,1
i a int to show bout dem colored diamond you talk about onda radio any diamond you get from a colored be stolen,2
everytime i beat you im being a faggot may be im just being better than you lmao,1
so many bitch you go n need to change ya name from je bid iah to bitch,1
nahbutiwasworththat52 character bitch,1
br uhh him joking dont pop trunk on me im just a bitch assn iii ieee ggg aaa,1
bitch as,1
because your e the ratchet est of them all bitch,1
you do realize ya pussy tank right,1
he yu just followed me not long ago gonna nip that in da bud like ur bio thou know the white devil stole our our,2
happy birthday pussy have a good one,1
ahhh stupid bitch,1
i love seing new one cause i save them and then you se them bitch lmfao,1
idonnowhodemzizbutim about to get white gurl l ghetto on there ass when i find out,1
oku fat precious look in as bitch u big fat back at the barnyard look in as bitch i can fix my grammar but u still fat,0
a we boy you smell like monkey sex,1
he had the hoe too,1
you look like flappy bird,2
he must think you bump pussy inom in dille at your thong and make you squirt like the geyser,1
they call me yellow bone,2
thats not even a real word must have hit a blunt and started making up shit with your nigger as lol,0
bitch we shot a music video,1
them bitch be smack in,1
more like look at all those bitch,1
fuck her right in the pussy,1
some of them bitch give you more than a virus,1
id pop dat lemon for some real pussy,1
id break that little bitch finger,1
done that spell check we know you meant fat liberal dyke feminist nazi bitch,0
right in the pussy,1
kike your a soft nigga,1
whatsit say i see bird in it lmao,2
is my big long lost brother is wear i dont know what id do without this wet back,1
you a bitch nigga,1
e yy that push in one for me bro cause you know that bitch better blow hah,1
when bitch get inch they be like,1
so what ur sayin is all i mess witi shoe shady,1
1v1gun game pussy,1
fag,1
guess who seating cracker b without you,2
apple tv got the nfl channel on that bitch im pretty sure they real lon there ive watched a couple,1
although i will concede that bitch bought into the funnel bitch to dwight nope do tho,1
bitch i got a ring no who ia int fatherless no more ill fight you,1
bitch you opulent a fuck refrain from conversing up on matter of the middle class,1
listen cunt rag whore bitch shit be expensive a fuck man we had to do pr first that one year this year wa the wedding so,1
lyin as bitch,1
you a fatherless wallet carrying as video game playing as negro bre h you filth no way you can afford to date at witter honey,0
bread in general a int too good for ya but honky bread the worst,2
i love louis ck quit be in a faggot and suck that dick,1
i wa gonna hold my tongue until i could get into another team but i couldnt do it anymore theyre fuckin retarded,1
shin a faggot im glad your chipped him,1
ran dy are fag,0
so you go n call me a nigger because of that fuck wrong with you,1
just fuckin roasted this faggot,0
son we the sammich family out this bitch she know joey love sammich e,1
shit a int gon be funny when you need me to get you outta a horrific car crash bitch,1
your e filled with pimp and hoe well just talk about those i know,1
hell no cause brad still walked away like yeah i fucked that nigga bitch,1
we should hang out oven jew have a lot in common people waste time on n ig jew rr problem,0
they still fucking trash i cant eat those to save my life,1
quick scoping trash take of the tony hawk setup and play normally thats not what sniper are for,2
that should read suck on my bacon encrusted middle finger muslim twat,0
touch muz zie fucker hope it wa set to go full of bacon and pork rind,1
still shouldve walked over and said something pussy,1
i got u bitch,1
i argue that cer sei is neither evil nor a bitch shes greedy desperate to protect her child and to be valued in a world,1
half jar of marmalade shaved monkey saran wrap mini horse give your best scene ask kevin,2
give me credit lil bitch,1
all trash to me,2
august is trash,2
my fuckin back still hurt but it wa worth it and im still mad about the hoe incident haha,1
u think that dream ha anything to do with those two dumb bitch in san diego lol,1
ant is a pussyman dont make me pull up the pic,1
ima bos as bitch,1
lol youve tweet ed bitch an excessive amount for you today you ok,1
yourself faggot buy a dictionary,0
look like you took a red marker and colored on your leg,2
thanks br uh dont ever forget we still on the lookout for these faggot,1
sound like there are some major bitch in your area,1
is you sure you a int colored,1
aid saint all dat bad you can become da hoe and dod a crack and a int gonna make no difference anyhow,1
you tryin to say of ay,2
you can always get da colored folk back in dacagewitdakfc,0
din know u know thats not true,2
lmao this nigg uh,1
ill try tomorrow gonna try and eliminate the word bitch out of my vocabulary i need to start bettering myself,1
shes a right twat id tell you honestly sky honestly,1
make me white trash cousin fucker,1
nothin much cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch,0
you a fucking wigger so stfu,1
yea a black bitch actin like they too good for an average nigga like they just got a1 credit and pussy,1
umno that only a fuck you bitch and done xavier will hopefully respect girl bci am doing it alone and i dont want that,1
i never said you wa a hoe guilty consent as girl,1
fag,1
you better feel the love i dont even show these hoe love lol,1
lmao denote got a bitch here right now but he love her,1
i want it to be somewhat of a collage money jewel cartier set cjus little shit to let nicc a know we still here,1
an icca anxious to hear that shit my g,1
my nic ca,1
you guy wanna skull fuck some clay bird this week nd,1
but country music listener really are hick and alcoholic,0
big booty hoe,1
oh you mean noah zimmerman scute as i mean he should he talk to hi shoe all day every day his girl courtney sooo,1
look prime for some trash pickup,2
and fuck you too y a little bitch you look like a mexican sucking a cock in ur profile,0
lee zy got all the bitch,1
u can just ask him to suck his dick not that hard white trash,1
niger,0
shit pic master hoe protecting as bowtie nigga,1
impartial faggot homo both fairly describes the same sick twisted asshole out there,0
na aaaa just popped across my tl so i commented but nice try faggot,1
tea bagger are anti american how sit feel to hate your country,1
i dont think they believe in their community ability to function w out whitey they choose to be hustled by big govt,2
what do you want fag,0
your afa g,0
do it then pussy,1
ill fuck you til you love me faggot,1
shut up you stupid bitch,0
at least after nearly two decade of complete trash they put out atys yc to redeem themselves,1
these nigga must be deaf whens the last time you heard a root song on the radio quest dont get bitch,1
i took it harder when river a retired im not a yankee fan but i have a lot of love and respect for em especially the core 4,2
my pop is from new york my family is yankee obsessed my sister literally cried when she heard he wa gonna,2
yeah wizard agent zero bitch,1
or your in the ghetto,2
because it hilarious how it make tea bagger freak out ill do it again too,1
whole hoe out chea,1
i wa hangin on them corner late pocket wasnt straight bitch iain tg on make it at this rate dawg know what im say in,1
i would have loved to watch newman bitchslap johnson id pay to see that,1
everybody know that bitch love mullet pantie drop in,1
we need to grow mullet together so we can get all the bitch and can hate on u,1
also is search of dirty white trash hooker for the weekend,1
awww shit lol i want my money too bitch who else i give one to,1
oh you little bitch you you tryna hit the fair tho today or sometime this week shit might be fun drunk,1
bitch better backup katy s mine,1
no cpt commando is a hoe and a cocksucker,1
when a bitch look his way,1
and you know best about the bird move,2
why would a white man even go to a nigger hellhole of detroit an ive worked in a town how y all good nigger,1
happy another group of 365daysyouweirdass sonofabitch thats why we all love you though hoping there are riot in h town,1
kiss these nut bitch,1
tyler isnt shit faggot go listen to some real music,1
fag,0
faggot,1
you dont know shit about me faggot bitch,0
absolutely retarded article,1
ami really a fag if im liking that video,1
fag,0
faggot,0
not funny u faggot,0
ugly gol digging cunt u probably have an uncircumcised penis faggot,1
ur brother look so queer and ugly,0
no pressure hoe,1
hoe saying eyebrow on flee k search it on twitter,1
james nobody save a couple illiterate inbred tea bagger moron give a flying fuck about your revelation,1
ltl t best name on twitter everakajewbaccaltlt second best name on twitter,2
